Ni (mole %),Er (mole %),Zr (mole %),Y (mole %),Yb (mole %),L1_2 (mole %),Misfit,Coarsening rate,Diffusion Resistivity,Orowan Stress
2.937578851,0.554577369,0.397621086,0.621988015,0.273180878,2.3228383,0.69954395,1.215184519,1.1780237,331.02686
2.411943861,1.71987963,0.585558967,0.749190721,0.807041473,6.0758357,0.8066306,4.416827254,3.7133212,691.40906
3.026922467,1.641388293,1.606777573,0.573582917,0.302113927,6.6386976,0.64457786,0.686676264,0.72244275,766.1793
2.962775055,0.836548256,1.254392486,0.658883893,0.029818416,3.367172,0.623155,0.554275449,0.6031931,438.65207
2.839310885,0.45851505,0.820868521,0.702994202,0.483331646,2.5926647,0.6865854,1.158597033,1.1443652,362.0899
3.512049437,0.493759304,1.074260684,0.606568806,0.658912623,3.207608,0.68127805,1.11567052,1.1105505,434.11847
0.266484996,0.57172599,0.553275027,0.371811168,0.726604499,3.4634316,0.7042718,1.404455855,1.352367,402.38763
2.904844296,0.888996241,0.420328343,0.876562887,0.828676404,4.036299,0.78391737,3.677403748,3.18125,503.3193
0.507430169,0.687647,0.468782025,0.431226864,0.559011019,3.2152035,0.7277951,1.74231302,1.6234684,384.67654
2.878546661,1.165226607,0.287547778,0.30189346,0.410687064,3.6701086,0.8352143,6.920363176,5.6189833,456.37555
3.362406516,0.773795785,0.370828881,0.046319431,0.010199304,2.035799,0.68559587,1.050897625,1.0394869,301.5927
2.406170259,1.31092082,0.432731853,0.443995276,0.481189611,4.435564,0.8101722,4.329468958,3.6239657,522.38605
1.576300703,0.692374395,0.09569323,0.720015956,0.094165438,1.2985259,0.855018,8.012049159,6.354701,216.78456
0.717332779,1.246331726,0.25680734,0.643720253,0.090823824,2.985186,0.8452126,5.808300728,4.6602573,367.83627
3.325403436,0.054620239,0.981480553,0.780959843,0.839452826,0.40276346,0.6568336,0.932508983,0.96277416,116.82712
2.846281008,0.334748599,0.610526548,0.646516719,0.435438705,2.1392522,0.68204355,1.122629349,1.1162232,314.49704
0.431610642,0.890811565,1.203544932,0.44781055,0.508964311,4.0080914,0.6808052,1.034679629,1.0306467,458.98456
0.206972711,1.389186365,0.92564806,0.068326726,0.507273884,4.8988276,0.66373163,0.945641049,0.9661856,522.50726
0.38058337,1.436291587,1.747884316,0.082612491,0.213995135,5.203534,0.5751742,0.442906878,0.5222035,559.1043
0.232770886,1.331193367,1.392346477,0.300387578,0.719634476,5.8321943,0.67406577,0.981795116,0.98774624,612.10986
0.826727895,1.200456994,0.079799815,0.641368978,0.65379717,3.8702936,0.9123369,109.1079717,81.10134,448.8904
2.235910098,0.534449887,1.46830349,0.084069278,0.316178619,2.3260558,0.6670681,0.958142576,0.9740623,329.55603
1.698525674,0.183681543,1.045340109,0.120620993,0.314893065,1.3050362,0.6717437,1.039407275,1.0493224,219.84084
2.011040521,1.651213673,0.709334573,0.564486929,0.563636736,5.7864103,0.7752566,2.623837985,2.2951884,645.388
3.296593308,0.210844468,0.720335607,0.674669287,0.642759195,1.4747671,0.6721607,1.04257833,1.0518707,250.25812
0.466676285,1.512111419,1.644698161,0.773888774,0.730801421,6.5770984,0.6756181,0.969029165,0.9726629,699.975
0.766683337,0.742557774,0.640727442,0.575229135,0.130040198,2.9703891,0.64922166,0.710046534,0.7416868,366.38138
1.639949207,0.412328006,0.04410234,0.446038328,0.240793724,1.377325,0.8941212,44.38308306,33.662617,224.71973
1.199235626,0.288501305,0.080904786,0.517220075,0.168959127,1.0417962,0.82883203,7.000788017,5.728055,186.88385
1.644641829,0.896833402,0.710016026,0.721624181,0.607343408,4.1475296,0.6949107,1.206494163,1.1773973,488.02765
0.093847377,0.33109139,1.582872427,0.707678153,0.043564574,1.3334619,0.6372759,0.637367418,0.678249,219.13051
1.061552284,1.124686661,0.048333121,0.66121553,0.039068342,1.9783206,0.944732,80.40297781,57.71521,280.79672
1.35631936,0.752666038,0.233164245,0.190739986,0.004983048,2.0026467,0.79631686,2.987690214,2.5443475,281.4889
2.871386125,1.78751634,0.625121509,0.350816913,0.333181217,5.248576,0.77913153,2.793120576,2.431116,610.85693
0.644196389,1.101467178,0.573723201,0.071455402,0.758734092,4.246263,0.7322506,2.040588378,1.8898288,473.36926
0.208726854,0.91566023,0.361372869,0.262498351,0.305140072,3.126479,0.78490746,2.988950872,2.5824215,371.24496
0.244423493,0.250339226,1.309649474,0.72127104,0.399347045,1.6890942,0.67928004,1.097171376,1.0953487,254.50702
0.721176019,0.353642623,0.015893021,0.26742979,0.762414932,1.56002,0.90249765,442.2900954,332.34406,236.99272
1.255688255,0.080592121,0.128908221,0.358079296,0.604969076,0.6461699,0.64823,0.876702646,0.9171703,140.20448
3.080687532,1.43782429,0.006847737,0.375889677,0.698508408,4.2697434,0.9389918,17398.78855,12565.622,519.5456
0.23608892,1.451855269,1.111800467,0.69790559,0.860945508,6.4403315,0.6946998,1.185781203,1.1575351,669.26086
1.126860242,1.38691214,0.890396696,0.467167778,0.424933612,5.266764,0.70986414,1.263359465,1.20692,574.45685
0.13791076,0.599812629,0.212355229,0.601616017,0.367582147,2.2633777,0.80496204,4.6540464,3.9208667,299.23407
1.331685504,1.049725094,0.629314291,0.394972699,0.691734418,4.4734545,0.7378226,1.896720549,1.7433243,507.0198
2.87617455,1.44699434,1.308765908,0.852533233,0.847844136,6.549677,0.681502,1.044251422,1.0391177,764.8636
1.330378934,0.681324201,0.421707427,0.198449006,0.117004141,2.4039989,0.7056943,1.166944772,1.1213998,317.9965
1.16314368,0.329639155,0.460363444,0.173514889,0.241034894,1.5911351,0.6862346,1.117893653,1.1047262,241.93182
0.386048037,1.672848567,1.725150164,0.778823517,0.296474992,6.7611814,0.6436503,0.680139235,0.7165964,707.1601
3.751247402,1.883491947,0.58389922,0.869421744,0.514266423,6.133029,0.81988454,4.599954743,3.8047633,737.6105
1.414301627,0.147516625,0.369132282,0.31670526,0.655910146,1.1935592,0.6480987,0.87588318,0.9164986,204.11874
3.402238878,0.326630985,1.607067302,0.28335083,0.427976869,2.097055,0.68183035,1.120701537,1.1146549,322.8329
3.024166023,1.228618316,1.097421411,0.209811013,0.404244052,4.8686137,0.6414933,0.729119738,0.7707854,575.8838
1.749372799,0.142462006,0.167925087,0.044669317,0.339340521,1.019941,0.6834578,1.285045676,1.2750689,184.77927
0.573448988,0.696224136,1.01728182,0.668552345,0.765851976,4.028234,0.68593454,1.154685801,1.1415842,464.26904
0.261083157,0.442577123,0.751275785,0.728548586,0.203870513,1.9097502,0.6739979,0.950142671,0.9559982,271.33972
1.729280009,0.859154157,0.878165906,0.581194435,0.62725944,4.1448855,0.68621194,1.117476499,1.1043504,489.3278
3.0498801,0.098585536,0.868319406,0.715386039,0.245037898,0.64712715,0.6798784,1.102744051,1.0999432,151.02635
2.000320287,1.819465497,0.867540598,0.911831815,0.60234221,6.4867725,0.75964105,2.15998429,1.9282749,724.389
1.003076141,1.296764258,0.105384278,0.381824507,0.423603204,3.7417617,0.910452,58.35707812,43.467358,435.77557
1.574283116,0.540060057,0.765487915,0.775386001,0.345151764,2.5005088,0.68368006,1.075798907,1.0670997,338.7626
1.743619848,0.584266839,0.01267817,0.526830722,0.153719152,1.2961698,0.9411551,498.8234313,359.42847,216.78828
0.423198464,1.135130629,0.398765836,0.432429877,0.234140734,3.6996927,0.8064598,3.530927673,2.9691553,423.60718
2.354165154,0.511787207,0.791080703,0.016430597,0.17221365,1.9163345,0.6138866,0.619416277,0.68426013,283.37793
2.204513464,0.013663141,0.322552064,0.044983174,0.432521249,0.12403511,0.61174786,0.681955023,0.7559796,57.426117
0.015534493,0.95588919,0.419850211,0.854718946,0.86950601,4.245179,0.7915136,4.11672287,3.5271182,473.35193
1.849383371,0.234080797,0.474730078,0.627207453,0.733637008,1.6967921,0.6674045,1.006971571,1.0231867,260.13223
0.748833174,0.4890581,1.369031496,0.02291995,0.213650261,1.9073147,0.6334355,0.733537736,0.78532034,274.43347
0.151762775,0.646007261,0.38118601,0.378178575,0.220875111,2.4280863,0.72556835,1.498317421,1.4004005,311.42093
2.481358469,1.077565902,1.744351216,0.072278535,0.106102446,3.8930144,0.56267565,0.400201825,0.4823338,480.43326
2.580646092,0.572657164,0.093693912,0.739226818,0.240146389,1.8334304,0.8748365,17.04404333,13.21212,280.09717
0.674403204,0.155534029,0.275885964,0.025444216,0.459186912,1.3573768,0.62642676,0.772533685,0.8363227,214.38246
1.482418106,0.150414025,0.785211718,0.782345774,0.64826741,1.1999254,0.6696289,1.007260234,1.0200801,209.4079
1.078225981,0.33279288,0.235409195,0.095343385,0.174717811,1.4053539,0.70385206,1.278045839,1.2313793,221.46489
1.712305075,0.602744595,0.826400282,0.646999839,0.666591302,3.497703,0.68584245,1.154064108,1.1411227,431.17474
3.518511855,1.607922495,0.729253863,0.687663955,0.294733094,5.4399223,0.7690406,2.176367569,1.9191538,649.8958
0.853183803,0.68538987,0.057123791,0.126989731,0.424934307,2.1940057,0.894032,67.0932451,50.892353,295.6894
1.424538585,1.161631481,0.481936008,0.449527419,0.747961096,4.5594172,0.78726596,3.584395042,3.087601,517.5292
2.400607445,0.887403782,0.382080012,0.76039343,0.234408673,3.0357215,0.775274,2.489703184,2.177806,394.78122
0.157187288,0.921788942,1.099597274,0.572478738,0.259731287,3.7851825,0.65691054,0.782328227,0.80762464,434.22052
2.532314714,1.096327613,1.268906088,0.202142397,0.135543964,4.158723,0.6008515,0.508277712,0.5736681,499.44562
1.625427379,1.236886697,1.059501263,0.507071826,0.446108714,5.1748805,0.66538376,0.859314335,0.8758034,578.4626
1.662029785,1.339543878,0.138328424,0.484635368,0.684749714,4.3283815,0.89755553,44.68871022,33.76473,500.5308
2.934666223,1.29707644,0.790516218,0.714038539,0.09260658,4.576077,0.7201273,1.227335588,1.1557951,548.4099
2.338462293,0.684509208,0.892225716,0.642180752,0.489652197,3.2798245,0.68589514,1.11176195,1.0992105,420.87103
1.061740562,0.936090364,1.666412752,0.058132765,0.455046635,3.745424,0.6424609,0.792380242,0.83639944,447.55164
0.884974706,1.107217611,0.279914174,0.508376931,0.027137458,2.5914247,0.8151475,3.553333827,2.9561508,333.59973
0.31958553,1.365488167,0.362341068,0.144019914,0.313191205,3.7035017,0.7997479,4.249030665,3.6029942,422.30356
2.076266004,0.891801196,0.106354276,0.859339972,0.565914809,3.0650394,0.88831085,37.52667091,28.648499,396.09286
0.2236232,0.331362958,0.249429023,0.590587658,0.772078465,2.461353,0.78410476,3.885393421,3.3603745,317.43973
2.765321715,1.727625707,0.090012732,0.312588321,0.717243608,4.826357,0.9107557,133.1190895,99.1209,567.8949
1.244912359,1.292504026,1.652269031,0.037672786,0.119654227,4.5990787,0.5498468,0.370373575,0.45679894,519.58514
1.744232987,1.121962098,0.097038557,0.421489025,0.051154976,1.3957944,0.8605803,9.056475432,7.1366525,228.15334
0.296056187,1.698975316,1.771055312,0.579172447,0.840640703,7.4207616,0.67639434,0.978320814,0.9808624,770.9466
0.347983233,0.617603188,0.076774953,0.646597485,0.529518931,2.3645046,0.8855546,42.73537129,32.72645,310.89343
0.79721645,1.42538408,1.473165379,0.846445541,0.626758517,6.1073,0.6723929,0.932060939,0.9400435,662.3024
2.78130775,0.878121759,0.949120172,0.497346057,0.621850475,4.1936417,0.6857287,1.108840044,1.0965877,512.5283
0.89197327,0.620648698,1.5991927,0.527648777,0.531705205,3.1813493,0.6876689,1.151062988,1.1351323,400.25003
3.393762946,0.88266463,0.2945704,0.330029622,0.819268161,3.7955217,0.8209593,6.93351925,5.727418,478.62045
1.106714837,0.391839436,0.677507001,0.193992997,0.210970917,1.7399869,0.6790659,1.011658908,1.0102968,257.29883
0.196218352,1.393568614,0.628008971,0.501165167,0.409886354,4.8528976,0.7681157,2.332957021,2.0597138,520.677
1.386692407,1.344918462,1.373089902,0.287443813,0.809533775,6.0161314,0.67582965,1.013952285,1.0174359,655.6439
1.586982608,0.190905101,0.276179552,0.774319841,0.606065592,1.2964251,0.6754065,1.067564459,1.0719033,216.86208
0.913029307,1.561155988,0.314262186,0.876201092,0.65366386,5.0816655,0.8591736,11.42506316,9.01788,561.8266
0.502607637,0.410413448,1.610733647,0.496126248,0.10466248,1.6767879,0.65372175,0.755914674,0.78416353,255.17633
1.902091774,1.521413,0.04975588,0.159959665,0.279780031,3.2046254,0.9166653,193.3201924,143.01881,400.064
0.076988648,0.597800106,0,0.540086332,0.045704223,1.6511873,0.98681045,49551.17193,34052.34,241.53253
0.47002986,0.956042657,1.606636008,0.180195436,0.036004217,3.5944,0.57733876,0.421651832,0.4952792,421.46356
3.297263336,0.021103524,1.692914554,0.036393843,0.169988406,0.18757206,0.6245153,0.7431682,0.806995,76.15847
0.680177702,0.81766665,1.149762924,0.331787726,0.347824807,3.487137,0.6712342,0.919365306,0.92883986,414.60403
0.672291685,1.155928791,0.486277346,0.553989362,0.767271995,4.5868864,0.78630066,3.558911106,3.0694127,508.70566
2.414500171,1.694740644,0.952174588,0.737127467,0.112349744,5.8648634,0.7363115,1.420668596,1.3084526,662.07623
2.066785942,1.031717466,1.062626472,0.086806148,0.718951529,4.5670004,0.6612371,0.954826992,0.9792515,529.7314
1.2440914,0.935349318,0.816843681,0.647778391,0.049751569,3.6490562,0.64479876,0.654649879,0.68851227,432.59454
1.465341128,0.219891509,1.219326668,0.523778791,0.546793105,1.5215311,0.6741626,1.057927879,1.0641875,244.16815
2.865730079,0.623193206,1.287573467,0.665611762,0.02430339,2.5080676,0.62365884,0.556996833,0.6056649,355.67752
2.223625248,0.778524634,1.499039302,0.230708589,0.817175419,4.3874445,0.686297,1.156507409,1.1427813,525.9678
1.508979936,1.504439681,1.296943292,0.330951539,0.028339827,5.3568764,0.61131954,0.530436107,0.58842564,588.29504
1.51914752,1.706794254,0.410379305,0.386828352,0.051006075,3.9361956,0.8097578,3.78815316,3.172482,461.81802
3.693939237,1.494209706,0.919124841,0.357708012,0.727718849,5.92996,0.72106737,1.526651818,1.4357901,704.04846
0.093408745,1.560780612,0.647835612,0.788043874,0.244692933,5.1698275,0.7843489,2.540350089,2.196398,549.04095
3.132799463,0.428384097,1.328237311,0.224828987,0.810378413,3.2542038,0.6613227,0.963328722,0.9878428,430.54053
3.087997955,0.467936862,0.035085662,0.173449212,0.238764028,1.4924163,0.90988916,83.75152294,62.421043,244.59941
1.529497702,0.167852462,1.205442017,0.555910218,0.29069028,1.115873,0.6798784,1.102744051,1.0999432,201.79294
0.707919193,1.761871026,1.26926785,0.756407376,0.520621772,6.891614,0.6885991,1.032514896,1.0168494,722.84296
3.664113146,1.470726014,1.221283718,0.057945527,0.801975838,5.9705925,0.64445615,0.822212505,0.86520195,707.2433
1.872951719,0.564413241,0.260332483,0.570491173,0.294805883,2.147977,0.7691785,2.665148354,2.3497465,303.21408
1.251093865,1.232293073,0.884591802,0.768244744,0.048902745,4.513352,0.6876357,0.910512214,0.8979541,511.2479
0.230380017,0.551590396,1.498965828,0.635473834,0.593950198,3.1545694,0.6862783,1.156872804,1.1431735,389.59613
1.153065765,0.323381897,1.649242115,0.81117756,0.133230843,1.373322,0.6701061,0.907276775,0.91816986,231.74939
2.317854679,0.595594815,0.312481981,0.538766184,0.205485964,2.1784728,0.7449327,1.842565956,1.6773851,309.66516
3.025214613,1.59442719,1.018074354,0.501112941,0.159556322,5.5476556,0.69828445,1.0545269,1.0241228,644.1187
2.843464149,0.484701803,1.620650766,0.073754736,0.106793056,1.8499951,0.6167901,0.59082465,0.64960295,288.3919
1.512596115,0.041635024,0.572561407,0.522190628,0.551682323,0.3075587,0.65774095,0.938643058,0.96777046,93.888245
0.389974157,1.004244715,0.547523048,0.414642984,0.415768961,3.7996504,0.7407418,1.81494013,1.6615838,432.8779
0.439370274,1.53068994,1.817085988,0.520045898,0.476222276,6.325337,0.66022915,0.81123175,0.83325326,670.15686
2.128395201,0.431616967,0.348865664,0.715892328,0.367816989,2.144016,0.7038641,1.35354037,1.3040949,306.4536
1.544748145,0.081667067,1.172462501,0.294207073,0.371182047,0.61654586,0.66023266,0.955736189,0.9816752,140.64792
1.325822534,1.74159814,0.592761771,0.696079344,0.410018547,5.688762,0.8094278,3.791379541,3.1764784,620.1589
0.252531067,0.025082812,0.901434811,0.173025121,0.127690216,0.22999014,0.6619802,0.939372397,0.96232015,77.505295
2.188456263,0.265136323,0.053319797,0.10619718,0.31745661,1.1920699,0.86360943,21.98054442,17.26028,206.40196
3.328764167,0.922679981,1.019864829,0.12948893,0.717443827,4.337035,0.671125,1.030611224,1.0414016,532.7422
1.040777996,1.057045192,1.464633066,0.669819456,0.483229911,4.5557437,0.67373735,0.947166502,0.95337224,524.18463
0.240159006,0.641590101,0.400547976,0.485401999,0.174575655,2.3913004,0.71398705,1.29512376,1.2301207,309.70743
2.436674592,1.547679854,0.569572053,0.072190241,0.155426819,3.9743903,0.73540413,1.820862154,1.6791047,477.2524
0.973962533,0.755966838,0.222179139,0.877824496,0.830358538,3.4523275,0.83755624,10.2877603,8.3297825,417.58002
1.068770198,0.222977133,0.133113438,0.637364967,0.54634116,1.238834,0.7760788,3.424398164,2.9923005,207.45024
0.706337512,1.398399999,1.800762168,0.067639766,0.879787179,5.912473,0.6523919,0.888452464,0.92353296,638.2271
0.771100068,0.237868096,1.144109868,0.680985576,0.078306994,0.98716205,0.6621771,0.828922834,0.8489199,183.62375
1.661410449,0.852456223,0.315210587,0.126698694,0.450534817,2.9573724,0.7815345,3.500109564,3.0371084,372.5113
0.057052257,0.831844872,1.408447366,0.845833018,0.58237102,3.9580078,0.6855316,1.10544202,1.0935415,458.63486
2.087599295,1.098066351,0.584216781,0.690860617,0.083519058,3.7565088,0.7458165,1.568427066,1.42613,455.01514
3.069372651,1.450651925,0.664114696,0.300098759,0.538748127,5.0060587,0.7538499,2.17864205,1.9598722,590.66364
1.896708383,1.581165086,1.395914558,0.954832214,0.932104804,7.167619,0.6816659,1.046535176,1.0411398,801.0971
1.685615529,0.338297201,1.071423914,0.765774403,0.757164552,2.2837417,0.6773654,1.082881117,1.0841379,321.33212
3.16195246,0.392939119,1.18747238,0.886406211,0.397397878,2.1748006,0.6870795,1.160622139,1.1455411,330.4076
1.789844255,0.953305342,0.877372687,0.427512598,0.812529774,4.876066,0.6876521,1.150334544,1.1344417,553.7308
0.416109968,0.319556845,0.620588082,0.665830856,0.249099017,1.5779972,0.68703526,1.13378381,1.1191235,240.05835
3.305298262,0.511338018,1.345084972,0.47929431,0.21481882,2.1770515,0.670795,0.914628092,0.9246588,328.59625
2.284559331,1.07522416,0.907308206,0.825932803,0.552020425,4.7289295,0.67758656,0.992924581,0.99375254,557.3028
2.870941191,0.099533517,0.589134348,0.781867144,0.21436002,0.6570228,0.6798784,1.102744051,1.0999432,150.77087
1.553562092,0.162141657,0.803693235,0.596670679,0.831851738,1.3943758,0.6565264,0.91558423,0.9457425,230.00496
3.55707475,1.204048555,1.367026605,0.511027903,0.841681958,5.726197,0.6855051,1.104989599,1.0931362,693.41846
1.720620191,0.362311609,1.365017657,0.440850235,0.660345179,2.4718502,0.67679167,1.078377956,1.0805448,339.93393
1.041120458,0.946245358,1.693796821,0.64509694,0.831324587,4.9026146,0.6877218,1.154292081,1.1382293,562.0087
1.251595151,1.756992357,0.819168091,0.628601679,0.43727703,6.076982,0.76313144,2.135958851,1.8981053,654.2662
2.379983232,1.189722149,1.78043213,0.872595103,0.306175913,4.8627315,0.65400594,0.758217358,0.7862104,588.4729
1.431393311,1.397097227,1.51199513,0.552780003,0.683460724,6.0897818,0.6760205,0.973825346,0.9768952,671.4696
2.493804653,1.105223389,1.433312546,0.696609345,0.413945982,4.6417665,0.666722,0.872497939,0.8874551,560.21985
